ID,ZoteroID,Title,Year,Country
525,mokarramSpatialtemporalAnalysis24,Spatial-Temporal Analysis of Atmospheric Environment in Urban Areas Using Remote Sensing and Neural Networks,2024,"Iran, Islamic Rep."
526,mushoreRemoteSensingbased23,"Remote Sensing-Based Outdoor Thermal Comfort Assessment in Local Climate Zones in the Rural--Urban Continuum of eThekwini Municipality, South Africa",2023,South Africa
527,mutaniImprovingOutdoor22,Improving Outdoor Thermal Comfort in Built Environment Assessing the Impact of Urban Form and Vegetation,2022,Italy
528,naboniDigitalWorkflow19,A Digital Workflow to Quantify Regenerative Urban Design in the Context of a Changing Climate,2019,Spain
529,nazarianOutdoorThermal19,Outdoor Thermal Comfort Autonomy: Performance Metrics for Climate-Conscious Urban Design,2019,Singapore
530,ncongwaneCharacteristicsLongterm21,Characteristics and Long-Term Trends of Heat Stress for South Africa,2021,South Africa
531,ohUsingDeeplearning20,Using Deep-Learning to Forecast the Magnitude and Characteristics of Urban Heat Island in Seoul Korea,2020,"Korea, Rep."
532,omalleyInvestigationHeat22,An Investigation into Heat Storage by Adopting Local Climate Zones and Nocturnal-Diurnal Urban Heat Island Differences in the Tokyo Prefecture,2022,Japan
533,oosterbroekIntegratedAssessment24,Integrated Assessment of Health Benefits and Burdens of Urban Greenspace Designs,2024,Netherlands
534,ouyangHowQuantify23,How to Quantify the Cooling Effects of Green Infrastructure Strategies from a Spatio-Temporal Perspective: Experience from a Parametric Study,2023,"Hong Kong SAR, China"
535,padmanabanSatelliteImage19,Satellite Image Fusion to Detect Changing Surface Permeability and Emerging Urban Heat Islands in a Fast-Growing City,2019,India
536,panAnalyzingChanges23,"Analyzing Changes in Urban Green Spaces and Their Effect on Land Temperature from the Perspective of Surface Radiation Energy Balance in Rizhao City, the Central Coast of China",2023,China
537,panCharacterizingUrban19,Characterizing Urban Redevelopment Process by Quantifying Thermal Dynamic and Landscape Analysis,2019,China
538,papadopoulosFutureProjections24,Future Projections of Heat Waves and Associated Mortality Risk in a Coastal Mediterranean City,2024,Greece
539,paranunzioAssessingCurrent21,"Assessing Current and Future Heat Risk in Dublin City, Ireland",2021,Ireland
540,parvarLCZFramework24,LCZ Framework and Landscape Metrics: Exploration of Urban and Peri-Urban Thermal Environment Emphasizing 2/3D Characteristics,2024,"Iran, Islamic Rep."
541,parvezExploringInfluence19,Exploring the Influence of Land Use Type and Population Density on Urban Heat Island Intensity,2019,Saudi Arabia
370,bindajamEvaluatingImpact24,<div>Evaluating the impact of urbanization on the urban heat islands through integrated radius and non-linear regression approach</div>,2024,Saudi Arabia
371,braunHeatEmergency24,"<div>A heat emergency: Urban heat exposure and access to refuge in richmond, VA</div>",2024,United States
372,brouilletInvestigatingRole19,<div>Investigating the role of the relative humidity in the co-occurrence of temperature and heat stress extremes in CMIP5 projections</div>,2019,World
373,budhirajaSeasonalitySurface19,<div>Seasonality of surface urban heat island in delhi city region measured by local climate zones and conventional indicators</div>,2019,India
374,buzanImplementationEvaluation24,<div>Implementation and evaluation of wet bulb globe temperature within non-urban environments in the community land model version 5</div>,2024,World
375,caglakMonitoringFuture23,<div>Monitoring the past and future trends of urban thermal comfort conditions through a new methodology</div>,2023,Türkiye
376,caiInvestigationPrediction24,<div>Investigation and prediction of outdoor thermal comfort under different protection and activity intensity conditions in summer in wuhan</div>,2024,China
377,chaferMobileMeasurements22,<div>Mobile measurements of microclimatic variables through the central area of Singapore: An analysis from the pedestrian perspective</div>,2022,Singapore
378,chakrabortyLowerUrban22,<div>Lower urban humidity moderates outdoor heat stress</div>,2022,Europe
379,chakrabortyResidentialSegregation23,<div>Residential segregation and outdoor urban moist heat stress disparities in the United States</div>,2023,United States
380,chakrabortySpatiallyExplicit20,"<div>A spatially explicit surface urban heat island database for the United States: Characterization, uncertainties, and possible applications</div>",2020,United States
381,chenAssessmentUrban24,Assessment of Urban Thermal Environments Using a Combination of the Local Climate Zone and Landscape Ecological Metrics in Taipei City,2024,"Taiwan, China"
382,chenChangesGlobal20,Changes in Global and Regional Characteristics of Heat Stress Waves in the 21st Century,2020,World
383,chenComprehensiveEffect22,Comprehensive Effect of the Three-Dimensional Spatial Distribution Pattern of Buildings on the Urban Thermal Environment,2022,China
384,chenDifferencesUrban23,"Differences in Urban Heat Island and Its Driving Factors between Central and New Urban Areas of Wuhan, China",2023,China
385,chenEffectGreen24,Effect of Green Blue Spaces on the Urban Thermal Environment: A Field Study in Hong Kong,2024,"Hong Kong SAR, China"
386,chenEvaluatingSeasonal23,Evaluating the Seasonal Effects of Building Form and Street View Indicators on Street-Level Land Surface Temperature Using Random Forest Regression,2023,China
387,chenModellingInterpixel22,Modelling Inter-Pixel Spatial Variation of Surface Urban Heat Island Intensity,2022,China
388,chenRelationshipUrban23,Relationship between Urban Spatial Form and Seasonal Land Surface Temperature under Different Grid Scales,2023,China
389,chenStudySpatial22,Study on the Spatial Heterogeneity of Urban Heat Islands and Influencing Factors,2022,China
390,chiesaLowcostMonitoring22,A Low-Cost Monitoring Platform and Visual Interface to Analyse Thermal Comfort in Smart Building Applications Using a Citizen-Scientist Strategy,2022,Italy
391,choruengwiwatEcoefficiencyModel19,"The Eco-Efficiency Model for Outdoor Environmental Design of the Mixed-Use Real Estate Development in Bangkok, Thailand",2019,Thailand
392,chunmingNewMethod24,A New Method for Evaluate the Cold Island Effect in Cities,2024,China
393,cotlierExtremeHeat22,The Extreme Heat Wave over Western North America in 2021: An Assessment by Means of Land Surface Temperature,2022,Canada
394,cvijanovicImportanceHumidity23,Importance of Humidity for Characterization and Communication of Dangerous Heatwave Conditions,2023,World
395,dangAssessmentUrban22,Assessment of Urban Climate Environment and Configuration of Ventilation Corridor: A Refined Study in Xi'an,2022,China
396,davtalabEffectKharkhona21,The Effect of Kharkhona on Outdoor Thermal Comfort in Hot and Dry Climate: A Case Study of Sistan Region in Iran,2021,"Iran, Islamic Rep."
397,dengExaminationThermal23,<div>An Examination of the Thermal Comfort Impacts of icus Altssima on the Climate in Lower Subtropical China during the Winter Season</div>,2023,China
398,dengResearchOutdoor22,Research on Outdoor Thermal Comfort and Activities in Residential Areas in Subtropical China,2022,China
399,dengUnderstandingImpact22,Understanding the Impact of Urban Expansion and Lake Shrinkage on Summer Climate and Human Thermal Comfort in a Land-Water Mosaic Area,2022,China
400,deridderAspirateNot23,To Aspirate or Not to Aspirate -- Impact of Active versus Passive Ventilation on Urban Heat (Island) Indicators,2023,Belgium
401,diaz-borregoUrbanLayout21,Urban Layout for Building Solar Optimization and Outdoor Comfort Balance: Neighborhood Strategy in Mediterranean Climate,2021,Spain
402,diemAssessingRelationship24,Assessing the Relationship between Land Surface Temperature and Air Temperature for Thermal Comfort Analysis in Can Tho City: Implications for Sustainable Spatial Planning,2024,Vietnam
403,dimitriadouDefiningHeatwaves21,"Defining Heatwaves with Respect to Human Biometeorology. The Case of Attica Region, Greece",2021,Greece
404,dongMeasuringUrban24,Measuring Urban Thermal Environment from Accessibility-Based Perspective: A Case Study in a Populous City,2024,China
405,dongPlanningGreen23,Planning for Green Infrastructure Based on Integration of Multi-Driving Factors: A Case Study in Pilot Site of Sponge City,2023,China
406,dreskovicNDVINDBI24,NDVI and NDBI Indexes as Indicators of the Creation of Urban Heat Islands in the Sarajevo Basin,2024,Bosnia and Herzegovina
407,elagiryNature4CitiesNaturebased20,Nature4Cities: Nature-based Solutions and Climate Resilient Urban Planning and Modelling with GREENPASS{\textregistered} - a Case Study in Segrate/Milano/IT,2020,Italy
408,fabbriSunshadingSails23,Sun-Shading Sails in Courtyards: An Italian Case Study with RayMan,2023,Italy
409,faroqiAnalyzingEffects24,Analyzing Effects of Environmental Indices on Satellite Remote Sensing Land Surface Temperature Using Spatial Regression Models,2024,"Iran, Islamic Rep."
410,fayshalUnveilingImpact24,"Unveiling the Impact of Rapid Urbanization on Human Comfort: A Remote Sensing-Based Study in Rajshahi Division, Bangladesh",2024,Bangladesh
411,feiNewMethod23,A New Method for Evaluating the Synergistic Effect of Urban Water Body and Vegetation in the Summer Outdoor Thermal Environment,2023,China
412,fernandez-garzaUseSatellite22,Use of Satellite Images to Estimate Urban Heat Maps,2022,Spain
413,florenzioRoleUrban23,The Role of Urban Planning in Climate Adaptation: An Empirical Analysis of UHI in European Cities,2023,Europe
414,freychetRobustIncrease22,Robust Increase in Population Exposure to Heat Stress with Increasing Global Warming,2022,World
415,galodhaLandSurface21,Land Surface Temperature as an Indicator of Urban Heat Island Effect: A Google Earth Engine Based Web-App,2021,World
416,gamalel-deenImprovingPedestrian24,Improving Pedestrian Thermal Comfort Using Optimized Urban Trees Pattern in Aswan City,2024,"Egypt, Arab Rep."
417,gaoEffectsBlock22,Effects of Block Morphology on the Surface Thermal Environment and the Corresponding Planning Strategy Using the Geographically Weighted Regression Model,2022,China
418,gaoEnhancedSensitivity19,Enhanced Sensitivity of the Urban Heat Island Effect to Summer Temperatures Induced by Urban Expansion,2019,China
419,garcia-blancoAdoptingResilience23,Adopting Resilience Thinking through Nature-Based Solutions within Urban Planning: A Case Study in the City of Val{\`e}ncia,2023,Spain
420,gawucStatisticalModeling20,"Statistical Modeling of Urban Heat Island Intensity in Warsaw, Poland Using Simultaneous Air and Surface Temperature Observations",2020,Poland
421,getuQuantifyingSpatiotemporal24,"Quantifying Spatio-temporal Dynamics of Land Surface Temperature for the Rapidly Growing City of Bahir Dar, Northwest Ethiopia Using Multidated Landsat Data",2024,Ethiopia
422,guerriFunctionalSeasonal22,A Functional Seasonal Thermal Hot-Spot Classification: Focus on Industrial Sites,2022,Italy
423,gullerImpactsUrban24,"The Impacts of Urban Morphology on Urban Heat Islands in Housing Areas: The Case of Erzurum, Turkey",2024,Türkiye
424,guoFinerscaleUrban24,"Finer-Scale Urban Health Risk Assessment Based on the Interaction Perspective of Thermal Radiation, Human, Activity, and Space",2024,China
425,guoMechanismStreet24,The Mechanism of Street Spatial Form on Thermal Comfort from Urban Morphology and Human-Centered Perspectives: A Study Based on Multi-Source Data,2024,China
426,guoRegionalVariation24,Regional Variation in the Role of Humidity on City-Level Heat-Related Mortality,2024,World
542,peceljAnalysisUniversal20,Analysis of the Universal Thermal Climate Index during Heat Waves in Serbia,2020,Serbia
543,pengWaveletCoherence20,A Wavelet Coherence Approach to Prioritizing Influencing Factors of Land Surface Temperature and Associated Research Scales,2020,China
544,perkhurovaRealtimeMicroscale19,Real-Time Microscale Modeling of Thermal Comfort Conditions in Moscow Region,2019,Russian Federation
545,pigliautileHumansCity20,Humans in the City: Representing Outdoor Thermal Comfort in Urban Canopy Models,2020,United States
546,pilipenkoEvaluationUrban21,Evaluation of Urban Microclimate Parameters as Indicators of Pedestrian Ways Environmental Comfort,2021,Russian Federation
547,priyankaraSpatialProcess19,Spatial Process of Surface Urban Heat Island in Rapidly Growing Seoul Metropolitan Area for Sustainable Urban Planning Using Landsat Data (1996-2017),2019,"Korea, Rep."
548,przesmyckaThermalComfort22,The Thermal Comfort Problem in Public Space during the Climate Change Era Based on the Case Study of Selected Area in Lublin City in Poland,2022,Poland
549,pucheInsightsEffect23,Insights into the Effect of Urban Morphology and Land Cover on Land Surface and Air Temperatures in the Metropolitan City of Milan (Italy) Using Satellite Imagery and in Situ Measurements,2023,Italy
550,purioAssessmentIntraurban22,Assessment of Intra-Urban Heat Island in a Densely Populated City Using Remote Sensing: A Case Study for Manila City,2022,Philippines
551,qiaoAnalysisCorrelation24,Analysis of the Correlation between Spatial Morphological Elements and Microclimate in the Higher Education Teaching Center Area,2024,China
552,radMeasuringEffects21,"Measuring Effects of Building Orientation and Vegetation on Thermal Comfort by Envi-Met (Case Study: Maslak Area, Istanbul)",2021,Türkiye
553,radQuantitativeAssessment21,The Quantitative Assessment of the Effects of the Morphology of Urban Complexes on the Thermal Comfort Using the PMV/PPD Model (a Case Study of Gheytariyeh Neighborhood in Tehran),2021,"Iran, Islamic Rep."
554,ramsayChronicHeat21,Chronic Heat Stress in Tropical Urban Informal Settlements,2021,Indonesia
555,raymondEveningHumidheat24,Evening Humid-Heat Maxima near the Southern Persian/Arabian Gulf,2024,United Arab Emirates
556,renIntensityUrban21,Beyond Intensity of Urban Heat Island Effect: A Continental Scale Analysis on Land Surface Temperature in Major Chinese Cities,2021,China
557,reyesExploringEffects24,Exploring the Effects of Landscape Interventions on Outdoor Thermal Comfort Using Digital Simulation,2024,Philippines
558,roshanEnvironmentalImpacts24,"Environmental Impacts of Shifts in Surface Urban Heat Island, Emissions, and Nighttime Light during the Russia--Ukraine War in Ukrainian Cities",2024,Ukraine
559,rusdayantiThermalComfort21,Thermal Comfort Assessment over the Past Two Decades in Different Landscape Areas within Palembang City,2021,Indonesia
560,sadeghiDevelopmentHeat21,Development of a Heat Stress Exposure Metric -- Impact of Intensity and Duration of Exposure to Heat on Physiological Thermal Regulation,2021,Australia
561,sariUrbanHeat24,"Urban Heat Island (UHI) Spatiotemporal Pattern in Comparison with NDBI before-after COVID-19 Pandemic in Sleman Regency, Indonesia",2024,Indonesia
562,scharfGreenRoofs19,Green Roofs and Greenpass,2019,Germany
563,scharfNBSImpact21,NBS Impact Evaluation with GREENPASS Methodology Shown by the Case Study 'fischbeker Hofe' in Hamburg/Germany,2021,Germany
564,schwingshacklHeatStress21,Heat Stress Indicators in CMIP6: Estimating Future Trends and Exceedances of Impact-Relevant Thresholds,2021,World
565,schwingshacklHighresolutionProjections24,High-Resolution Projections of Ambient Heat for Major European Cities Using Different Heat Metrics,2024,Europe
566,seebauerFeelingHot24,Feeling Hot Is Being Hot? Comparing the Mapping and the Surveying Paradigm for Urban Heat Vulnerability in Vienna,2024,Austria
567,shakerApplyingSustainability24,Applying Sustainability and Liveability Principles in Planning a Residential Neighbourhood in an Arid Climate in Egypt,2024,"Egypt, Arab Rep."
568,shakerInvestigatingUrban19,Investigating Urban Heat Island through Spatial Analysis of New York City Streetscapes,2019,United States
569,shaoExploringRelationship20,"Exploring the Relationship between Urbanization and Ecological Environment Using Remote Sensing Images and Statistical Data: A Case Study in the Yangtze River Delta, China",2020,China
570,shenStereoscopicUrban24,Stereoscopic Urban Morphology Metrics Enhance the Nonlinear Scale Heterogeneity Modeling of UHI with Explainable AI,2024,China
571,shenUsingGeoAI23,Using GeoAI to Reveal the Contribution of Urban Park Green Space Features to Mitigate the Heat Island Effect,2023,China
572,shiUrbanMorphological22,Urban Morphological Indicators of Urban Heat and Moisture Islands under Various Sky Conditions in a Humid Subtropical Region,2022,China
573,shreevastavaParadoxicalImpact19,Paradoxical Impact of Sprawling Intra-Urban Heat Islets: Reducing Mean Surface Temperatures While Enhancing Local Extremes,2019,World
574,sidiquiUrbanHeat22,Urban Heat Island Vulnerability Mapping Using Advanced GIS Data and Tools,2022,Australia
575,simwandaSpatialAnalysis19,Spatial Analysis of Surface Urban Heat Islands in Four Rapidly Growing African Cities,2019,Africa
576,singhNormalizedUrban23,Normalized Urban Heat Island (UHI) Indicators: Classifying the Temporal Variation of UHI for Building Energy Simulation (BES) Applications,2023,United States
577,soltanifardAnalysisSpatially22,"Analysis of Spatially Varying Relationships between Urban Environment Factors and Land Surface Temperature in Mashhad City, Iran",2022,"Iran, Islamic Rep."
578,songInfluenceResidential23,The Influence of Residential Block Form on Summer Thermal Comfort of Street Canyons in the Warm Temperate Zone of China,2023,China
579,speakForeheadTemperatures21,Forehead Temperatures as an Indicator of Outdoor Thermal Comfort and the Influence of Tree Shade,2021,Italy
580,stanojevicSUMMEROUTDOOR23,SUMMER OUTDOOR THERMAL COMFORT in MULTI-FAMILY HOUSING Combining Microclimate Indicators with Human Thermal Sensation,2023,Serbia
581,stavrakakisComputationalFluid23,A Computational Fluid Dynamics Modelling Approach for the Numerical Verification of the Bioclimatic Design of a Public Urban Area in Greece,2023,Greece
582,suImprovementStrategies22,"Improvement Strategies for Thermal Comfort of a City Block Based on PET Simulation--- A Case Study of Dalian, a Cold-Region City in China",2022,China
583,suPolycentricStructure23,Polycentric Structure and Urban Thermal Environment: A Large-Scale Study from Multi-Perspectives,2023,China
584,suSummerOutdoor24,Summer Outdoor Thermal Comfort Evaluation of Urban Open Spaces in Arid-Hot Climates,2024,China
585,tahaMicrometeorologicalEffects24,"Micrometeorological Effects and Thermal-Environmental Benefits of Cool Pavements: Findings from a Detailed Observational Field Study in Pacoima, California",2024,United States
586,takebayashiSimplifiedEvaluation24,A Simplified Evaluation Framework for Adaptation Measures to Urban Heat Islands,2024,Japan
587,tangStudyGreen22,Study on the Green Space Patterns and Microclimate Simulation in Typical Urban Blocks in Central China,2022,China
588,tanooriPredictingUrban24,Predicting Urban Land Use and Mitigating Land Surface Temperature: Exploring the Role of Urban Configuration with Convolutional Neural Networks,2024,"Iran, Islamic Rep."
589,tewariImpactCOVID23,Impact of COVID Lockdowns on Spatio-Temporal Variability in Land Surface Temperature and Vegetation Index,2023,India
590,tianFactorsInfluencing22,Factors Influencing Resident and Tourist Outdoor Thermal Comfort: A Comparative Study in China's Cold Region,2022,China
591,vassiliadesClimateSensitive23,A Climate Sensitive Design Approach to BIPV: Investigating the Nexus between Solar Energy and Thermal Comfort in Cities in Sweden and Cyprus,2023,Multi-Country
592,villalobos-herreraCompoundeventorientedClimate21,Towards a Compound-Event-Oriented Climate Model Evaluation: A Decomposition of the Underlying Biases in Multivariate Fire and Heat Stress Hazards,2021,World
593,vinhInterrelationshipsLst20,"The Inter-Relationships between Lst, Ndvi, Ndbi in Remote Sensing to Achieve Drought Resilience in Ninh Thuan, Vietnam",2020,Vietnam
594,vuckovicPotentialNeurofuzzy19,Potential of Neuro-Fuzzy Methodology for Forecasting of Outdoor Thermal Comfort Index at Urban Open Spaces,2019,Serbia
595,vuSpatialDistribution24,Spatial Distribution and Trends of Heat Stress in Vietnam,2024,Vietnam
596,waiImprovementOutdoor21,Improvement of the Outdoor Thermal Comfort by Water Spraying in a High-Density Urban Environment under the Influence of a Future (2050) Climate,2021,"Hong Kong SAR, China"
597,wangAssessmentWalkability22,Assessment of Walkability and Walkable Routes of a 15-Min City for Heat Adaptation: Development of a Dynamic Attenuation Model of Heat Stress,2022,China
598,wangEvidenceRelieved23,Evidence of Relieved Urban Heat Island Intensity during Rapid Urbanization through Local Climate Zones,2023,China
599,wangHeterogeneousUrban22,"Heterogeneous Urban Thermal Contribution of Functional Construction Land Zones: A Case Study in Shenzhen, China",2022,China
600,wangNumericalStudy24,Numerical Study on the Thermal Environment of the Vertical Greening System Based on Infrared Thermal Imaging,2024,China
601,wangPredictionUrban22,Prediction of Urban Thermal Environment Based on Multi-Dimensional Nature and Urban Form Factors,2022,China
602,wangRegulationUrban23,Regulation of Urban Morphology on Thermal Environment across Global Cities,2023,World
603,wangResearchThermal19,Research on Thermal Comfort Equation of Comfort Temperature Range Based on Chinese Thermal Sensation Characteristics,2019,China
604,wangSatellitebasedMapping20,Satellite-Based Mapping of the Universal Thermal Climate Index over the Yangtze River Delta Urban Agglomeration,2020,China
605,wangSpatiotemporalAnalysis20,"Spatiotemporal Analysis of Land Use/Cover Patterns and Their Relationship with Land Surface Temperature in Nanjing, China",2020,China
606,wangUrbanHeat23,Urban Heat Islands Characterized by Six Thermal Indicators,2023,China
607,weiVariationsOutdoor22,Variations in Outdoor Thermal Comfort in an Urban Park in the Hot-Summer and Cold-Winter Region of China,2022,China
608,wollmannOutdoorHuman23,"Outdoor Human Thermal Comfort along Bike Paths in Balneario Camboriu/SC, Brazil: A Case Study in the Summer of 2022",2023,Brazil
609,wuAnalysisSpatiotemporal22,Analysis of Spatio-temporal Patterns and Related Factors of Thermal Comfort in Subtropical Coastal Cities Based on Local Climate Zones,2022,China
610,wuImpactUrban21,"Impact of Urban Agglomeration and Physical and Socioeconomic Factors on Surface Urban Heat Islands in the Pearl River Delta Region, China",2021,China
611,wuMethodCalculating22,Method of Calculating Land Surface Temperatures Based on the Low-Altitude UAV Thermal Infrared Remote Sensing Data and the near-Ground Meteorological Data,2022,China
612,wuSpatiotemporalHeterogeneity24,"Spatio-Temporal Heterogeneity of the Urban Heat Effect and Its Socio-Ecological Drivers in Yangzhou City, China",2024,China
613,xiaoClimateadaptiveLandscape22,"Climate-Adaptive Landscape Design: Microclimate and Thermal Comfort Regulation of Station Square in the Hokuriku Region, Japan",2022,Japan
614,xingResearchComfort24,Research on the Comfort of Outdoor Thermal Environment in Old Communities in Mild Climate Areas,2024,China
615,xiongLongTimeseries22,Long Time-Series Urban Heat Island Monitoring and Driving Factors Analysis Using Remote Sensing and Geodetector,2022,China
616,xuFieldMeasurement19,Field Measurement Study on the Impacts of Urban Spatial Indicators on Urban Climate in a Chinese Basin and Static-Wind City,2019,China
617,xuOutdoorThermal19,Outdoor Thermal Comfort of Shaded Spaces in an Urban Park in the Cold Region of China,2019,China
618,xuOutdoorThermal23,Outdoor Thermal Perception and Heatwave Adaptation Effects in Summer -- A Case Study of a Humid Subtropical City in China,2023,China
619,xuTemporalSpatial20,"Temporal and Spatial Variations of Urban Climate and Derivation of an Urban Climate Map for Xi'an, China",2020,China
620,yanCoolingEffect21,"The Cooling Effect of Urban Green Spaces in Metacities: A Case Study of Beijing, China's Capital",2021,China
621,yangComparisonLand20,Comparison of Land Surface and Air Temperatures for Quantifying Summer and Winter Urban Heat Island in a Snow Climate City,2020,China
622,yangOptimizationMethod23,An Optimization Method for Surface Urban Heat Island Footprint Extraction Based on Anisotropy Assumption,2023,China
623,yangQuantitativeMethods20,Quantitative Methods for Identifying Meteorological Conditions Conducive to the Development of Urban Heat Islands,2020,China
624,yangUsingLandsat20,"Using Landsat 8 Data to Compare Percent Impervious Surface Area and Normalized Difference Vegetation Index as Indicators of Urban Heat Island Effects in Connecticut, USA",2020,United States
625,yaoEstimationSurface24,Estimation of the Surface Urban Heat Island Intensity across 1031 Global Cities Using the Regression-Modification-Estimation (RME) Method,2024,World
626,yaoNewApproach20,A New Approach for Surface Urban Heat Island Monitoring Based on Machine Learning Algorithm and Spatiotemporal Fusion Model,2020,China
627,yaoUnderstandingSpatiotemporal21,"Understanding the Spatiotemporal Pattern of the Urban Heat Island Footprint in the Context of Urbanization, a Case Study in Beijing, China",2021,China
628,yeVariationsEffects21,Variations in the Effects of Landscape Patterns on the Urban Thermal Environment during Rapid Urbanization (1990--2020) in Megacities,2021,China
629,yilmazAnalysisSummer24,Analysis of the Summer Thermal Comfort Indices in {\.I}stanbul,2024,Türkiye
630,yiStudyCoupling23,Study on the Coupling Relationship between Thermal Comfort and Urban Center Spatial Morphology in Summer,2023,China
631,yooDownscalingMODIS22,Downscaling MODIS Nighttime Land Surface Temperatures in Urban Areas Using ASTER Thermal Data through Local Linear Forest,2022,Spain
632,yuanOutdoorThermal23,Outdoor Thermal Comfort in Urban and Rural Open Spaces: A Comparative Study in China's Cold Region,2023,China
633,yuInfluencesBuildings21,Influences of Buildings on Urban Heat Island Based on 3D Landscape Metrics: An Investigation of China's 30 Megacities at Micro Grid-Cell Scale and Macro City Scale,2021,China
634,yuStudyThermal20,A Study of the Thermal Environment and Air Quality in Hot--Humid Regions during Running Events in Southern Taiwan,2020,"Taiwan, China"
635,zengExploringSpatial23,Exploring the Spatial Interplay between Built-up Environments and Surface Urban Heat Island Phenomena in the Main Urban Area of Shanghai,2023,China
636,zengSpatialtemporalAnalysis23,"Spatial-Temporal Analysis of Urban Green Space and the Impact on Land Surface Temperature of Beijing, China",2023,China
637,zhangAssessingContributions23,Assessing the Contributions of Urban Green Space Indices and Spatial Structure in Mitigating Urban Thermal Environment,2023,China
638,zhangAssessingEscalating24,Assessing the Escalating Human-Perceived Heatwaves in a Warming World: The Case of China,2024,China
639,zhangAssociationsUrban20,Associations between Urban Thermal Environment and Physical Indicators Based on Meteorological Data in Foshan City,2020,China
640,zhangDirectionalZonal19,Directional and Zonal Analysis of Urban Thermal Environmental Change in Fuzhou as an Indicator of Urban Landscape Transformation,2019,China
641,zhangEffectsUrban22,Effects of Urban Morphology on Thermal Comfort at the Micro-Scale,2022,China
642,zhangInequalityGlobal23,Inequality of Global Thermal Comfort Conditions Changes in a Warmer World,2023,World
643,zhangLandscapeConfiguration23,Landscape Configuration Effects on Outdoor Thermal Comfort across Campus---a Case Study,2023,China
644,zhangOutdoorThermal20,Outdoor Thermal Comfort of Urban Park-a Case Study,2020,China
645,zhangOutdoorThermal21,Outdoor Thermal Environments and Related Planning Factors for Subtropical Urban Parks,2021,Australia
646,zhangSpatialDifferences22,"Spatial Differences in Thermal Comfort in Summer in Coastal Areas: A Study on Dalian, China",2022,China
647,zhangSpatialEffects22,Spatial Effects of Landscape Patterns of Urban Patches with Different Vegetation Fractions on Urban Thermal Environment,2022,China
648,zhangSpatialPattern22,"Spatial Pattern Impact of Impervious Surface Density on Urban Heat Island Effect: A Case Study in Xuzhou, China",2022,China
649,zhangSubstantialIncrease23,Substantial Increase in Human-Perceived Heatwaves in Eastern China in a Warmer Future,2023,China
650,zhanImpactBuilding24,"Impact of Building Morphology on Outdoor Thermal Comfort in Summer Afternoons: A Case Study in Nanjing, China",2024,China
651,zhaoSpatiotemporalCharacteristics20,Spatiotemporal Characteristics of Urban Surface Temperature and Its Relationship with Landscape Metrics and Vegetation Cover in Rapid Urbanization Region,2020,China
652,zhengComparisonAdaption24,Comparison of the Adaption of Outdoor Thermal Comfort of Pedestrians with Face Masks in Semi-Open Spaces,2024,China
653,zhenUrbanOutdoor21,Urban Outdoor Thermal Comfort in Western China,2021,China
654,zhongHowRapidly24,How to Rapidly Map Outdoor Mean Radiation Temperatures with High-Spatial-Resolution from UAV-derived Multimodal Images: A Case Study in Guangzhou,2024,China
655,zhouExploringSurface22,Exploring Surface Urban Heat Island (SUHI) Intensity and Its Implications Based on Urban 3D Neighborhood Metrics: An Investigation of 57 Chinese Cities,2022,China
656,zhouRelationshipUrban22,Relationship between Urban Landscape Structure and Land Surface Temperature: Spatial Hierarchy and Interaction Effects,2022,China
657,zhouUrbanTree21,Urban Tree Canopy Has Greater Cooling Effects in Socially Vulnerable Communities in the US,2021,United States
658,zhouVerticalCanopy25,Vertical Canopy Structure Dominates Cooling and Thermal Comfort of Urban Pocket Parks during Hot Summer Days,2025,China
659,zhuExploringImpact24,Exploring the Impact of Urban Morphology on Building Energy Consumption and Outdoor Comfort: A Comparative Study in Hot-Humid Climates,2024,China
660,zhuProjectionApparent21,Projection of Apparent Temperature Using Statistical Downscaling Approach in the Pearl River Delta,2021,China
661,afxentiouCOVID19Housing22,The {{COVID-19}} Housing Boom: {{Is}} a 2007--2009-Type Crisis on the Horizon?,2022,United States
662,ahmedIncomeExpectations20,"Income Expectations, Credit to Households, and Property Prices: {{Evidence}} from {{Indonesia}} and {{Brazil}}",2020,Multi-Country
663,alberichEnvironmentalJustice21,Environmental Justice and Urban Parks. {{A}} Case Study Applied to Tarragona (Spain),2021,Spain
664,aljoufieExploringHousing23,Exploring Housing and Transportation Affordability in Jeddah,2023,Saudi Arabia
665,alshubiriHousingAffordability24,Housing Affordability Indicators and the Sustainability Paradigm in {{OECD}} Countries,2024,Multi-Country
666,alvanbozdereliRelationshipResidential24,Relationship between Residential Property Prices and Macroeconom{\i}c Variables in {{Turkey}},2024,Türkiye
667,anSelforganizingSpecial24,Self-Organizing Special Districts: A Tool for Community Change and Development,2024,China
668,anAssessmentStreetlevel23,Assessment of Street-Level Greenness and Its Association with Housing Prices in a Metropolitan Area,2023,"Korea, Rep."
669,anIntermetropolitanLand21,"Inter-Metropolitan Land Price Characteristics and Pattern in the {{Beijing-Tianjin-Hebei}} Urban Agglomeration, {{China}}",2021,China
670,antunesHousingMarket20,Housing Market Access in the Lisbon Metropolitan Area between the Financial and the Pandemic Crises,2020,Portugal
671,apergisResidentialHousing22,"Residential Housing Prices, {{COVID-19}} and the Role of the Vaccination Program: {{Evidence}} from {{US}} State Panel Data",2022,United States
